170209 123124.260|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\PacketB_Magnolia Student Info and PC Squared\pc2-9.2.5\bin\logs directory.
170209 123322.920|INFO|Thread-13|run|send(Serializable)
170209 123323.107|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123350.548|INFO|Thread-15|run|send(Serializable)
170209 123350.751|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123411.927|INFO|Thread-17|run|send(Serializable)
170209 123412.177|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123515.411|INFO|Thread-20|run|send(Serializable)
170209 123515.599|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123602.788|INFO|Thread-22|run|send(Serializable)
170209 123602.991|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123619.735|INFO|Thread-24|run|send(Serializable)
170209 123619.985|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123638.395|INFO|Thread-26|run|send(Serializable)
170209 123638.583|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123656.251|INFO|Thread-28|run|send(Serializable)
170209 123656.455|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123723.170|INFO|Thread-30|run|send(Serializable)
170209 123723.467|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123743.789|INFO|Thread-32|run|send(Serializable)
170209 123743.961|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123813.203|INFO|Thread-34|run|send(Serializable)
170209 123813.391|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123830.510|INFO|Thread-36|run|send(Serializable)
170209 123830.744|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123849.605|INFO|Thread-38|run|send(Serializable)
170209 123849.777|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123904.030|INFO|Thread-40|run|send(Serializable)
170209 123904.280|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123917.306|INFO|Thread-42|run|send(Serializable)
170209 123917.509|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123934.254|INFO|Thread-44|run|send(Serializable)
170209 123934.442|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 123949.101|INFO|Thread-46|run|send(Serializable)
170209 123949.289|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124004.036|INFO|Thread-48|run|send(Serializable)
170209 124004.270|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124026.044|INFO|Thread-50|run|send(Serializable)
170209 124026.185|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124038.103|INFO|Thread-52|run|send(Serializable)
170209 124038.290|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124054.347|INFO|Thread-54|run|send(Serializable)
170209 124054.518|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124109.250|INFO|Thread-56|run|send(Serializable)
170209 124109.468|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124134.091|INFO|Thread-58|run|send(Serializable)
170209 124134.232|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124203.210|INFO|Thread-60|run|send(Serializable)
170209 124203.382|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124224.548|INFO|Thread-62|run|send(Serializable)
170209 124224.688|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124242.605|INFO|Thread-64|run|send(Serializable)
170209 124242.746|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124304.118|INFO|Thread-66|run|send(Serializable)
170209 124304.305|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124411.135|INFO|Thread-68|run|send(Serializable)
170209 124411.276|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124430.348|INFO|Thread-70|run|send(Serializable)
170209 124430.489|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124452.954|INFO|Thread-72|run|send(Serializable)
170209 124453.141|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124512.484|INFO|Thread-74|run|send(Serializable)
170209 124512.719|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124559.635|INFO|Thread-76|run|send(Serializable)
170209 124559.791|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124610.153|INFO|Thread-78|run|send(Serializable)
170209 124610.325|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124626.816|INFO|Thread-80|run|send(Serializable)
170209 124626.988|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124639.967|INFO|Thread-82|run|send(Serializable)
170209 124640.186|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124707.624|INFO|Thread-84|run|send(Serializable)
170209 124707.796|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124722.633|INFO|Thread-86|run|send(Serializable)
170209 124722.790|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124739.267|INFO|Thread-88|run|send(Serializable)
170209 124739.423|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124755.063|INFO|Thread-90|run|send(Serializable)
170209 124755.235|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124811.902|INFO|Thread-92|run|send(Serializable)
170209 124812.089|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124826.588|INFO|Thread-94|run|send(Serializable)
170209 124826.775|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124844.947|INFO|Thread-96|run|send(Serializable)
170209 124845.118|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
170209 124908.943|INFO|Thread-98|run|send(Serializable)
170209 124909.130|INFO|Thread-1|receive|public void receive(SealedObject TransportPacket, ConnectionHandlerID connectionHandlerID)
