170209 123053.161|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\PacketB_Magnolia Student Info and PC Squared\pc2-9.2.5\bin\profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\logs directory.
170209 123350.657|INFO|Thread-16|info|sendToClient af to TEAM5 @ site 1 Packet[UPDATE_SETTING] #11 SERVER0 @ site 1 -> TEAM5 @ site 1
170209 123350.720|INFO|Thread-16|info|sendToClient (send) TEAM5 @ site 1 Packet[UPDATE_SETTING] #11 SERVER0 @ site 1 -> TEAM5 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123350.735|INFO|Thread-16|info|handlePacket end Packet[UPDATE_SETTING] #6 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123350.735|INFO|Thread-16|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123411.974|INFO|Thread-18|info|receiveObject start got Packet[UPDATE_SETTING] #7 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123411.974|INFO|Thread-18|info|receiveObject Packet[UPDATE_SETTING] #7 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123411.974|INFO|Thread-18|dumpPacket|Packet UPDATE_SETTING (Seq #7 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123411.974|INFO|Thread-18|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123411.974|INFO|Thread-18|dumpPacket|    To: SERVER0 @ site 1
170209 123411.974|INFO|Thread-18|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Klein Forest
170209 123411.974|INFO|Thread-18|info|handlePacket start Packet[UPDATE_SETTING] #7 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123411.974|INFO|Thread-18|dumpPacket|Packet UPDATE_SETTING (Seq #7 ) handlePacket
170209 123411.974|INFO|Thread-18|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123411.974|INFO|Thread-18|dumpPacket|    To: SERVER0 @ site 1
170209 123411.990|INFO|Thread-18|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Klein Forest
170209 123411.990|DEBUG|Thread-18|logDebugMessage|Account Event CHANGED TEAM6 @ site 1
170209 123411.990|INFO|Thread-18|info|sendToClient b4 to TEAM6 @ site 1 Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> TEAM6 @ site 1
170209 123412.052|WARNING|Thread-18|logWarning|Unable to send packet to TEAM6 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.8.packet
170209 123412.052|INFO|Thread-18|info|sendToClient af to TEAM6 @ site 1 Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> TEAM6 @ site 1
170209 123412.146|INFO|Thread-18|info|sendToClient (send) TEAM6 @ site 1 Packet[UPDATE_SETTING] #13 SERVER0 @ site 1 -> TEAM6 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123412.162|INFO|Thread-18|info|handlePacket end Packet[UPDATE_SETTING] #7 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123412.177|INFO|Thread-18|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123515.443|INFO|Thread-20|info|receiveObject start got Packet[UPDATE_SETTING] #8 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123515.443|INFO|Thread-20|info|receiveObject Packet[UPDATE_SETTING] #8 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123515.443|INFO|Thread-20|dumpPacket|Packet UPDATE_SETTING (Seq #8 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123515.443|INFO|Thread-20|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123515.458|INFO|Thread-20|dumpPacket|    To: SERVER0 @ site 1
170209 123515.458|INFO|Thread-20|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Magnolia
170209 123515.458|INFO|Thread-20|info|handlePacket start Packet[UPDATE_SETTING] #8 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123515.458|INFO|Thread-20|dumpPacket|Packet UPDATE_SETTING (Seq #8 ) handlePacket
170209 123515.458|INFO|Thread-20|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123515.458|INFO|Thread-20|dumpPacket|    To: SERVER0 @ site 1
170209 123515.458|INFO|Thread-20|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Magnolia
170209 123515.458|DEBUG|Thread-20|logDebugMessage|Account Event CHANGED TEAM7 @ site 1
170209 123515.474|INFO|Thread-20|info|sendToClient b4 to TEAM7 @ site 1 Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> TEAM7 @ site 1
170209 123515.521|WARNING|Thread-20|logWarning|Unable to send packet to TEAM7 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.9.packet
170209 123515.521|INFO|Thread-20|info|sendToClient af to TEAM7 @ site 1 Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> TEAM7 @ site 1
170209 123515.583|INFO|Thread-20|info|sendToClient (send) TEAM7 @ site 1 Packet[UPDATE_SETTING] #15 SERVER0 @ site 1 -> TEAM7 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123515.599|INFO|Thread-20|info|handlePacket end Packet[UPDATE_SETTING] #8 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123515.599|INFO|Thread-20|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123602.819|INFO|Thread-22|info|receiveObject start got Packet[UPDATE_SETTING] #9 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123602.819|INFO|Thread-22|info|receiveObject Packet[UPDATE_SETTING] #9 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123602.819|INFO|Thread-22|dumpPacket|Packet UPDATE_SETTING (Seq #9 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123602.819|INFO|Thread-22|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123602.819|INFO|Thread-22|dumpPacket|    To: SERVER0 @ site 1
170209 123602.819|INFO|Thread-22|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Klein Forest
170209 123602.819|INFO|Thread-22|info|handlePacket start Packet[UPDATE_SETTING] #9 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123602.819|INFO|Thread-22|dumpPacket|Packet UPDATE_SETTING (Seq #9 ) handlePacket
170209 123602.835|INFO|Thread-22|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123602.835|INFO|Thread-22|dumpPacket|    To: SERVER0 @ site 1
170209 123602.835|INFO|Thread-22|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Klein Forest
170209 123602.835|DEBUG|Thread-22|logDebugMessage|Account Event CHANGED TEAM8 @ site 1
170209 123602.835|INFO|Thread-22|info|sendToClient b4 to TEAM8 @ site 1 Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> TEAM8 @ site 1
170209 123602.881|WARNING|Thread-22|logWarning|Unable to send packet to TEAM8 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.10.packet
170209 123602.881|INFO|Thread-22|info|sendToClient af to TEAM8 @ site 1 Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> TEAM8 @ site 1
170209 123602.960|INFO|Thread-22|info|sendToClient (send) TEAM8 @ site 1 Packet[UPDATE_SETTING] #17 SERVER0 @ site 1 -> TEAM8 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123602.975|INFO|Thread-22|info|handlePacket end Packet[UPDATE_SETTING] #9 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123602.975|INFO|Thread-22|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123619.782|INFO|Thread-24|info|receiveObject start got Packet[UPDATE_SETTING] #10 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123619.798|INFO|Thread-24|info|receiveObject Packet[UPDATE_SETTING] #10 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123619.798|INFO|Thread-24|dumpPacket|Packet UPDATE_SETTING (Seq #10 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123619.798|INFO|Thread-24|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123619.798|INFO|Thread-24|dumpPacket|    To: SERVER0 @ site 1
170209 123619.798|INFO|Thread-24|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Tomball Memorial
170209 123619.798|INFO|Thread-24|info|handlePacket start Packet[UPDATE_SETTING] #10 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123619.798|INFO|Thread-24|dumpPacket|Packet UPDATE_SETTING (Seq #10 ) handlePacket
170209 123619.798|INFO|Thread-24|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123619.798|INFO|Thread-24|dumpPacket|    To: SERVER0 @ site 1
170209 123619.798|INFO|Thread-24|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Tomball Memorial
170209 123619.798|DEBUG|Thread-24|logDebugMessage|Account Event CHANGED TEAM9 @ site 1
170209 123619.798|INFO|Thread-24|info|sendToClient b4 to TEAM9 @ site 1 Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> TEAM9 @ site 1
170209 123619.829|WARNING|Thread-24|logWarning|Unable to send packet to TEAM9 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.11.packet
170209 123619.845|INFO|Thread-24|info|sendToClient af to TEAM9 @ site 1 Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> TEAM9 @ site 1
170209 123619.923|INFO|Thread-24|info|sendToClient (send) TEAM9 @ site 1 Packet[UPDATE_SETTING] #19 SERVER0 @ site 1 -> TEAM9 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123619.954|INFO|Thread-24|info|handlePacket end Packet[UPDATE_SETTING] #10 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123619.970|INFO|Thread-24|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123638.411|INFO|Thread-26|info|receiveObject start got Packet[UPDATE_SETTING] #11 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123638.411|INFO|Thread-26|info|receiveObject Packet[UPDATE_SETTING] #11 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123638.411|INFO|Thread-26|dumpPacket|Packet UPDATE_SETTING (Seq #11 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123638.411|INFO|Thread-26|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123638.411|INFO|Thread-26|dumpPacket|    To: SERVER0 @ site 1
170209 123638.427|INFO|Thread-26|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Giddings
170209 123638.427|INFO|Thread-26|info|handlePacket start Packet[UPDATE_SETTING] #11 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123638.427|INFO|Thread-26|dumpPacket|Packet UPDATE_SETTING (Seq #11 ) handlePacket
170209 123638.427|INFO|Thread-26|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123638.427|INFO|Thread-26|dumpPacket|    To: SERVER0 @ site 1
170209 123638.427|INFO|Thread-26|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Giddings
170209 123638.427|DEBUG|Thread-26|logDebugMessage|Account Event CHANGED TEAM10 @ site 1
170209 123638.427|INFO|Thread-26|info|sendToClient b4 to TEAM10 @ site 1 Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> TEAM10 @ site 1
170209 123638.458|WARNING|Thread-26|logWarning|Unable to send packet to TEAM10 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.12.packet
170209 123638.458|INFO|Thread-26|info|sendToClient af to TEAM10 @ site 1 Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> TEAM10 @ site 1
170209 123638.552|INFO|Thread-26|info|sendToClient (send) TEAM10 @ site 1 Packet[UPDATE_SETTING] #21 SERVER0 @ site 1 -> TEAM10 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123638.567|INFO|Thread-26|info|handlePacket end Packet[UPDATE_SETTING] #11 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123638.567|INFO|Thread-26|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123656.298|INFO|Thread-28|info|receiveObject start got Packet[UPDATE_SETTING] #12 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123656.298|INFO|Thread-28|info|receiveObject Packet[UPDATE_SETTING] #12 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123656.298|INFO|Thread-28|dumpPacket|Packet UPDATE_SETTING (Seq #12 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123656.298|INFO|Thread-28|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123656.298|INFO|Thread-28|dumpPacket|    To: SERVER0 @ site 1
170209 123656.298|INFO|Thread-28|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account TWHS
